ORDERDATE,SHIPDATE,ORDERNUMBER,ORDERLINENUMBER,PRODUCTCODE,PRODUCTLINE,MSRP,CUSTOMERID,CUSTOMERNAME,CITY,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,QUANTITYORDERED,PRICEEACH,SALES,STATUS
2022-11-03,2022-11-07,10319,7,S24_2360,Motorcycles,69,1006802,Microscale Inc.,NYC,USA,NA,Kuo,Dean,31,81.73,2533.63,Shipped
2022-11-03,2022-11-07,10320,2,S24_3371,Classic Cars,61,1006747,"Volvo Model Replicas, Co",Lule,Sweden,EMEA,Berglund,Michael,26,61.23,1591.98,Shipped
2022-11-03,2022-11-07,10319,2,S24_4620,Classic Cars,80,1006802,Microscale Inc.,NYC,USA,NA,Kuo,Dean,43,85.69,3684.67,Shipped
2022-11-03,2022-11-07,10319,5,S32_2206,Motorcycles,40,1006802,Microscale Inc.,NYC,USA,NA,Kuo,Dean,29,38.22,1108.38,Shipped
2022-11-03,2022-11-07,10319,8,S32_4485,Motorcycles,102,1006802,Microscale Inc.,NYC,USA,NA,Kuo,Dean,22,100,2626.8,Shipped
2022-11-03,2022-11-07,10319,6,S50_4713,Motorcycles,81,1006802,Microscale Inc.,NYC,USA,NA,Kuo,Dean,45,77.29,3478.05,Shipped
2022-11-04,2022-11-08,10169,2,S12_1099,Classic Cars,194,1006765,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Michael,30,100,5019.9,Shipped
2022-11-04,2022-11-08,10169,13,S12_2823,Motorcycles,150,1006765,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Michael,35,100,4639.25,Shipped
2022-11-04,2022-11-08,10170,4,S12_3380,Classic Cars,117,1006786,Mini Auto Werke,Graz,Austria,EMEA,Mendel,Tony,47,100,5464.69,Shipped
2022-11-04,2022-11-08,10169,3,S12_3990,Classic Cars,79,1006765,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Michael,36,63.84,2298.24,Shipped
2022-11-04,2022-11-08,10170,3,S12_4675,Classic Cars,115,1006786,Mini Auto Werke,Graz,Austria,EMEA,Mendel,Tony,41,100,4391.1,Shipped
2022-11-04,2022-11-08,10170,2,S18_1889,Classic Cars,77,1006786,Mini Auto Werke,Graz,Austria,EMEA,Mendel,Tony,20,63.14,1262.8,Shipped
2022-11-04,2022-11-08,10169,5,S18_3278,Classic Cars,80,1006765,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Michael,32,70.76,2264.32,Shipped
2022-11-04,2022-11-08,10169,4,S18_3482,Classic Cars,146,1006765,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Michael,36,100,4444.92,Shipped
2022-11-04,2022-11-08,10169,8,S18_3782,Motorcycles,62,1006765,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Michael,38,68.39,2598.82,Shipped
2022-11-04,2022-11-08,10169,7,S18_4721,Classic Cars,148,1006765,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Michael,33,100,4910.4,Shipped
2022-11-04,2022-11-08,10169,11,S24_2360,Motorcycles,69,1006765,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Michael,38,74.11,2816.18,Shipped
2022-11-04,2022-11-08,10169,1,S24_3371,Classic Cars,61,1006765,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Michael,34,50.21,1707.14,Shipped
2022-11-04,2022-11-08,10170,1,S24_3856,Classic Cars,140,1006786,Mini Auto Werke,Graz,Austria,EMEA,Mendel,Tony,34,100,3819.56,Shipped
2022-11-04,2022-11-08,10169,6,S24_4620,Classic Cars,80,1006765,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Michael,24,94.58,2269.92,Shipped
2022-11-04,2022-11-08,10169,9,S32_2206,Motorcycles,40,1006765,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Michael,26,39.83,1035.58,Shipped
2022-11-04,2022-11-08,10169,12,S32_4485,Motorcycles,102,1006765,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Michael,34,100,3920.88,Shipped
2022-11-04,2022-11-08,10169,10,S50_4713,Motorcycles,81,1006765,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Michael,48,80.55,3866.4,Shipped
2022-11-04,2022-11-08,10322,1,S10_1949,Classic Cars,214,1006763,Online Diecast Creations Co.,Nashua,USA,NA,Young,Michael,40,100,6000.4,Shipped
2022-11-04,2022-11-08,10322,8,S10_4962,Classic Cars,147,1006763,Online Diecast Creations Co.,Nashua,USA,NA,Young,Michael,46,61.99,2851.54,Shipped
2022-11-04,2022-11-08,10322,9,S12_1666,Trucks and Buses,136,1006763,Online Diecast Creations Co.,Nashua,USA,NA,Young,Michael,27,100,4784.13,Shipped
2022-11-04,2022-11-08,10321,15,S12_4675,Classic Cars,115,1006744,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,24,100,2984.88,Shipped
2022-11-04,2022-11-08,10322,10,S18_1097,Trucks and Buses,116,1006763,Online Diecast Creations Co.,Nashua,USA,NA,Young,Michael,22,100,2251.04,Shipped
2022-11-04,2022-11-08,10321,10,S18_1129,Classic Cars,141,1006744,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,41,100,5803.14,Shipped
2022-11-04,2022-11-08,10322,14,S18_1342,Vintage Cars,102,1006763,Online Diecast Creations Co.,Nashua,USA,NA,Young,Michael,43,86.3,3710.9,Shipped
2022-11-04,2022-11-08,10322,5,S18_1367,Vintage Cars,53,1006763,Online Diecast Creations Co.,Nashua,USA,NA,Young,Michael,41,57.68,2364.88,Shipped
2022-11-04,2022-11-08,10321,6,S18_1589,Classic Cars,124,1006744,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,44,100,4489.76,Shipped
2022-11-04,2022-11-08,10321,14,S18_1889,Classic Cars,77,1006744,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,37,78.54,2905.98,Shipped
2022-11-04,2022-11-08,10321,9,S18_1984,Classic Cars,142,1006744,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,25,100,3734,Shipped
2022-11-04,2022-11-08,10322,6,S18_2325,Vintage Cars,127,1006763,Online Diecast Creations Co.,Nashua,USA,NA,Young,Michael,50,100,12537,Shipped
2022-11-04,2022-11-08,10322,11,S18_2432,Trucks and Buses,60,1006763,Online Diecast Creations Co.,Nashua,USA,NA,Young,Michael,35,61.21,2142.35,Shipped
2022-11-04,2022-11-08,10322,2,S18_2795,Vintage Cars,168,1006763,Online Diecast Creations Co.,Nashua,USA,NA,Young,Michael,36,100,5797.44,Shipped
2022-11-04,2022-11-08,10321,7,S18_2870,Classic Cars,132,1006744,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,27,100,2851.2,Shipped
2022-11-04,2022-11-08,10322,12,S18_2949,Vintage Cars,101,1006763,Online Diecast Creations Co.,Nashua,USA,NA,Young,Michael,33,100,3524.73,Shipped
2022-11-04,2022-11-08,10322,13,S18_2957,Vintage Cars,62,1006763,Online Diecast Creations Co.,Nashua,USA,NA,Young,Michael,41,29.87,1224.67,Shipped
2022-11-04,2022-11-08,10322,7,S18_3136,Vintage Cars,104,1006763,Online Diecast Creations Co.,Nashua,USA,NA,Young,Michael,48,47.04,2257.92,Shipped
2022-11-04,2022-11-08,10321,11,S18_3232,Classic Cars,169,1006744,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,33,100,5700.09,Shipped
2022-11-04,2022-11-08,10321,8,S18_3685,Classic Cars,141,1006744,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,28,100,4232.76,Shipped
2022-11-04,2022-11-08,10321,3,S24_1046,Classic Cars,73,1006744,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,30,70.55,2116.5,Shipped
2022-11-04,2022-11-08,10321,5,S24_1628,Classic Cars,50,1006744,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,48,42.26,2028.48,Shipped
2022-11-04,2022-11-08,10322,3,S24_1937,Vintage Cars,33,1006763,Online Diecast Creations Co.,Nashua,USA,NA,Young,Michael,20,100,2624,Shipped
2022-11-04,2022-11-08,10322,4,S24_2022,Vintage Cars,44,1006763,Online Diecast Creations Co.,Nashua,USA,NA,Young,Michael,30,100,3500.1,Shipped
2022-11-04,2022-11-08,10321,1,S24_2766,Classic Cars,90,1006744,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,30,72.7,2181,Shipped
2022-11-04,2022-11-08,10321,12,S24_2972,Classic Cars,37,1006744,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,37,33.23,1229.51,Shipped
2022-11-04,2022-11-08,10321,2,S24_3191,Classic Cars,85,1006744,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,39,84.75,3305.25,Shipped
2022-11-04,2022-11-08,10321,4,S24_3432,Classic Cars,107,1006744,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,21,89.95,1888.95,Shipped
2022-11-04,2022-11-08,10321,13,S24_3856,Classic Cars,140,1006744,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,26,100,4052.88,Shipped
2022-11-05,2022-11-09,10171,2,S18_1129,Classic Cars,141,1006766,Quebec Home Shopping Network,Montreal,Canada,NA,Fresnisre,Michael,35,100,4508,Shipped
2022-11-05,2022-11-09,10173,6,S18_1342,Vintage Cars,102,1006809,Rovelli Gifts,Bergamo,Italy,EMEA,Rovelli,Thomas,43,100,5036.16,Shipped
2022-11-05,2022-11-09,10173,5,S18_1367,Vintage Cars,53,1006809,Rovelli Gifts,Bergamo,Italy,EMEA,Rovelli,Thomas,48,44.21,2122.08,Shipped
2022-11-05,2022-11-09,10172,6,S18_1589,Classic Cars,124,1006736,Gift Depot Inc.,Bridgewater,USA,NA,King,Kwai,42,100,4965.24,Shipped
2022-11-05,2022-11-09,10173,13,S18_1749,Vintage Cars,170,1006809,Rovelli Gifts,Bergamo,Italy,EMEA,Rovelli,Thomas,24,100,3508.8,Shipped
2022-11-05,2022-11-09,10171,1,S18_1984,Classic Cars,142,1006766,Quebec Home Shopping Network,Montreal,Canada,NA,Fresnisre,Michael,35,100,4680.2,Shipped
2022-11-05,2022-11-09,10173,12,S18_2248,Vintage Cars,60,1006809,Rovelli Gifts,Bergamo,Italy,EMEA,Rovelli,Thomas,26,57.51,1495.26,Shipped
2022-11-05,2022-11-09,10173,10,S18_2325,Vintage Cars,127,1006809,Rovelli Gifts,Bergamo,Italy,EMEA,Rovelli,Thomas,31,100,4492.83,Shipped
2022-11-05,2022-11-09,10173,7,S18_2795,Vintage Cars,168,1006809,Rovelli Gifts,Bergamo,Italy,EMEA,Rovelli,Thomas,22,100,3452.68,Shipped
2022-11-05,2022-11-09,10172,7,S18_2870,Classic Cars,132,1006736,Gift Depot Inc.,Bridgewater,USA,NA,King,Kwai,39,100,6023.16,Shipped
2022-11-05,2022-11-09,10173,2,S18_2957,Vintage Cars,62,1006809,Rovelli Gifts,Bergamo,Italy,EMEA,Rovelli,Thomas,28,53.72,1504.16,Shipped
2022-11-05,2022-11-09,10173,1,S18_3136,Vintage Cars,104,1006809,Rovelli Gifts,Bergamo,Italy,EMEA,Rovelli,Thomas,31,89.01,2759.31,Shipped
2022-11-05,2022-11-09,10171,3,S18_3232,Classic Cars,169,1006766,Quebec Home Shopping Network,Montreal,Canada,NA,Fresnisre,Michael,39,100,5481.45,Shipped
2022-11-05,2022-11-09,10173,4,S18_3320,Vintage Cars,99,1006809,Rovelli Gifts,Bergamo,Italy,EMEA,Rovelli,Thomas,29,95.24,2761.96,Shipped
2022-11-05,2022-11-09,10172,8,S18_3685,Classic Cars,141,1006736,Gift Depot Inc.,Bridgewater,USA,NA,King,Kwai,48,100,5493.12,Shipped
2022-11-05,2022-11-09,10173,14,S18_4409,Vintage Cars,92,1006809,Rovelli Gifts,Bergamo,Italy,EMEA,Rovelli,Thomas,21,75.46,1584.66,Shipped
2022-11-05,2022-11-09,10173,15,S18_4933,Classic Cars,71,1006809,Rovelli Gifts,Bergamo,Italy,EMEA,Rovelli,Thomas,39,71.98,2807.22,Shipped
2022-11-05,2022-11-09,10172,3,S24_1046,Classic Cars,73,1006736,Gift Depot Inc.,Bridgewater,USA,NA,King,Kwai,32,75.69,2422.08,Shipped
2022-11-05,2022-11-09,10172,5,S24_1628,Classic Cars,50,1006736,Gift Depot Inc.,Bridgewater,USA,NA,King,Kwai,34,42.76,1453.84,Shipped
2022-11-05,2022-11-09,10173,9,S24_1937,Vintage Cars,33,1006809,Rovelli Gifts,Bergamo,Italy,EMEA,Rovelli,Thomas,31,31.53,977.43,Shipped
2022-11-05,2022-11-09,10173,8,S24_2022,Vintage Cars,44,1006809,Rovelli Gifts,Bergamo,Italy,EMEA,Rovelli,Thomas,27,41.22,1112.94,Shipped
2022-11-05,2022-11-09,10172,1,S24_2766,Classic Cars,90,1006736,Gift Depot Inc.,Bridgewater,USA,NA,King,Kwai,22,74.51,1639.22,Shipped
2022-11-05,2022-11-09,10173,16,S24_2887,Classic Cars,117,1006809,Rovelli Gifts,Bergamo,Italy,EMEA,Rovelli,Thomas,23,100,2728.03,Shipped
2022-11-05,2022-11-09,10171,4,S24_2972,Classic Cars,37,1006766,Quebec Home Shopping Network,Montreal,Canada,NA,Fresnisre,Michael,36,35.49,1277.64,Shipped
2022-11-05,2022-11-09,10172,2,S24_3191,Classic Cars,85,1006736,Gift Depot Inc.,Bridgewater,USA,NA,King,Kwai,24,81.33,1951.92,Shipped
2022-11-05,2022-11-09,10172,4,S24_3432,Classic Cars,107,1006736,Gift Depot Inc.,Bridgewater,USA,NA,King,Kwai,22,98.51,2167.22,Shipped
2022-11-05,2022-11-09,10173,11,S24_3969,Vintage Cars,41,1006809,Rovelli Gifts,Bergamo,Italy,EMEA,Rovelli,Thomas,35,33.23,1163.05,Shipped
2022-11-05,2022-11-09,10173,3,S24_4258,Vintage Cars,97,1006809,Rovelli Gifts,Bergamo,Italy,EMEA,Rovelli,Thomas,22,100,2571.14,Shipped
2022-11-05,2022-11-09,10325,6,S10_4757,Classic Cars,136,1006740,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Julie,47,64.93,3051.71,Shipped
2022-11-05,2022-11-09,10325,8,S12_1108,Classic Cars,207,1006740,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Julie,42,64,2688,Shipped
2022-11-05,2022-11-09,10324,1,S12_3148,Classic Cars,151,1006734,Vitachrome Inc.,NYC,USA,NA,Frick,Kwai,27,54.33,1466.91,Shipped
2022-11-05,2022-11-09,10325,1,S12_3891,Classic Cars,173,1006740,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Julie,24,100,2583.6,Shipped
2022-11-05,2022-11-09,10324,7,S12_4473,Trucks and Buses,118,1006734,Vitachrome Inc.,NYC,USA,NA,Frick,Kwai,26,58.38,1517.88,Shipped
2022-11-05,2022-11-09,10324,8,S18_2238,Classic Cars,163,1006734,Vitachrome Inc.,NYC,USA,NA,Frick,Kwai,47,100,7207,Shipped
2022-11-05,2022-11-09,10324,10,S18_2319,Trucks and Buses,122,1006734,Vitachrome Inc.,NYC,USA,NA,Frick,Kwai,33,37.48,1236.84,Shipped
2022-11-05,2022-11-09,10325,9,S18_3140,Vintage Cars,136,1006740,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Julie,24,69.12,1658.88,Shipped
2022-11-05,2022-11-09,10324,12,S18_3232,Classic Cars,169,1006734,Vitachrome Inc.,NYC,USA,NA,Frick,Kwai,27,100,3155.49,Shipped
2022-11-05,2022-11-09,10323,2,S18_3320,Vintage Cars,99,1006795,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Keitel,Tony,33,91.27,3011.91,Shipped
2022-11-05,2022-11-09,10324,13,S18_4027,Classic Cars,143,1006734,Vitachrome Inc.,NYC,USA,NA,Frick,Kwai,49,100,5379.71,Shipped
2022-11-05,2022-11-09,10323,1,S18_4600,Trucks and Buses,121,1006795,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Keitel,Tony,47,100,6203.06,Shipped
2022-11-05,2022-11-09,10324,6,S18_4668,Vintage Cars,50,1006734,Vitachrome Inc.,NYC,USA,NA,Frick,Kwai,38,100,6832.02,Shipped
2022-11-05,2022-11-09,10324,14,S24_1444,Classic Cars,57,1006734,Vitachrome Inc.,NYC,USA,NA,Frick,Kwai,25,69.16,1729,Shipped
2022-11-05,2022-11-09,10324,2,S24_2300,Trucks and Buses,127,1006734,Vitachrome Inc.,NYC,USA,NA,Frick,Kwai,31,100,3820.44,Shipped
2022-11-05,2022-11-09,10324,9,S24_2840,Classic Cars,35,1006734,Vitachrome Inc.,NYC,USA,NA,Frick,Kwai,30,100,3338.1,Shipped
2022-11-05,2022-11-09,10325,5,S24_4048,Classic Cars,118,1006740,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Julie,44,100,5325.76,Shipped
2022-11-05,2022-11-09,10324,3,S24_4258,Vintage Cars,97,1006734,Vitachrome Inc.,NYC,USA,NA,Frick,Kwai,33,100,6267.69,Shipped
2022-11-05,2022-11-09,10324,11,S32_1268,Trucks and Buses,96,1006734,Vitachrome Inc.,NYC,USA,NA,Frick,Kwai,20,98.18,1963.6,Shipped
2022-11-05,2022-11-09,10325,3,S32_2509,Trucks and Buses,54,1006740,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Julie,38,100,8844,Shipped
2022-11-05,2022-11-09,10325,2,S32_3207,Trains,62,1006740,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Julie,28,100,5377.4,Shipped
2022-11-05,2022-11-09,10324,4,S32_3522,Trucks and Buses,64,1006734,Vitachrome Inc.,NYC,USA,NA,Frick,Kwai,48,100,8209,Shipped
2022-11-05,2022-11-09,10325,4,S50_1392,Trucks and Buses,115,1006740,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Julie,38,100,5190.42,Shipped
2022-11-05,2022-11-09,10325,7,S50_1514,Trains,58,1006740,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Julie,44,100,5932.96,Shipped
2022-11-05,2022-11-09,10324,5,S700_2824,Classic Cars,101,1006734,Vitachrome Inc.,NYC,USA,NA,Frick,Kwai,34,100,4248.3,Shipped
2022-11-06,2022-11-10,10174,4,S10_1949,Classic Cars,214,1006751,"Australian Gift Network, Co",South Brisbane,Australia,APAC,Calaghan,Michael,34,100,8015,Shipped
2022-11-06,2022-11-10,10175,9,S10_4962,Classic Cars,147,1006772,"Stylish Desk Decors, Co.",London,UK,EMEA,Brown,Daniel,33,100,5362.83,Shipped
2022-11-06,2022-11-10,10176,2,S12_1108,Classic Cars,207,1006793,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Tony,33,100,7475,Shipped
2022-11-06,2022-11-10,10174,1,S12_1666,Trucks and Buses,136,1006751,"Australian Gift Network, Co",South Brisbane,Australia,APAC,Calaghan,Michael,43,100,6817.22,Shipped
2022-11-06,2022-11-10,10176,3,S12_3148,Classic Cars,151,1006793,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Tony,47,100,8379,Shipped
2022-11-06,2022-11-10,10176,1,S12_3891,Classic Cars,173,1006793,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Tony,50,100,7873,Shipped
2022-11-06,2022-11-10,10175,1,S12_4473,Trucks and Buses,118,1006772,"Stylish Desk Decors, Co.",London,UK,EMEA,Brown,Daniel,26,100,3543.28,Shipped
2022-11-06,2022-11-10,10174,3,S18_1097,Trucks and Buses,116,1006751,"Australian Gift Network, Co",South Brisbane,Australia,APAC,Calaghan,Michael,48,93.34,4480.32,Shipped
2022-11-06,2022-11-10,10176,10,S18_2238,Classic Cars,163,1006793,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Tony,20,100,3667.6,Shipped
2022-11-06,2022-11-10,10175,4,S18_2319,Trucks and Buses,122,1006772,"Stylish Desk Decors, Co.",London,UK,EMEA,Brown,Daniel,48,100,5891.04,Shipped
2022-11-06,2022-11-10,10175,7,S18_2432,Trucks and Buses,60,1006772,"Stylish Desk Decors, Co.",London,UK,EMEA,Brown,Daniel,41,69.28,2840.48,Shipped
2022-11-06,2022-11-10,10174,5,S18_2949,Vintage Cars,101,1006751,"Australian Gift Network, Co",South Brisbane,Australia,APAC,Calaghan,Michael,46,100,5592.22,Shipped
2022-11-06,2022-11-10,10175,5,S18_3232,Classic Cars,169,1006772,"Stylish Desk Decors, Co.",London,UK,EMEA,Brown,Daniel,29,100,4419.89,Shipped
2022-11-06,2022-11-10,10176,5,S18_4027,Classic Cars,143,1006793,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Tony,36,100,5532.12,Shipped
2022-11-06,2022-11-10,10175,10,S18_4600,Trucks and Buses,121,1006772,"Stylish Desk Decors, Co.",London,UK,EMEA,Brown,Daniel,47,100,5121.59,Shipped
2022-11-06,2022-11-10,10174,2,S18_4668,Vintage Cars,50,1006751,"Australian Gift Network, Co",South Brisbane,Australia,APAC,Calaghan,Michael,49,44.78,2194.22,Shipped
2022-11-06,2022-11-10,10176,8,S24_1444,Classic Cars,57,1006793,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Tony,27,68.78,1857.06,Shipped
2022-11-06,2022-11-10,10175,6,S24_2300,Trucks and Buses,127,1006772,"Stylish Desk Decors, Co.",London,UK,EMEA,Brown,Daniel,28,100,2969.96,Shipped
2022-11-06,2022-11-10,10175,2,S24_2840,Classic Cars,35,1006772,"Stylish Desk Decors, Co.",London,UK,EMEA,Brown,Daniel,37,31.12,1151.44,Shipped
2022-11-06,2022-11-10,10176,7,S24_4048,Classic Cars,118,1006793,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Tony,29,100,2915.66,Shipped
2022-11-06,2022-11-10,10175,8,S32_1268,Trucks and Buses,96,1006772,"Stylish Desk Decors, Co.",London,UK,EMEA,Brown,Daniel,22,100,2436.72,Shipped
2022-11-06,2022-11-10,10175,3,S32_2509,Trucks and Buses,54,1006772,"Stylish Desk Decors, Co.",London,UK,EMEA,Brown,Daniel,50,63.31,3165.5,Shipped
2022-11-06,2022-11-10,10176,6,S32_3207,Trains,62,1006793,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Tony,22,64,1408,Shipped
2022-11-06,2022-11-10,10175,12,S32_3522,Trucks and Buses,64,1006772,"Stylish Desk Decors, Co.",London,UK,EMEA,Brown,Daniel,29,74.98,2174.42,Shipped
2022-11-06,2022-11-10,10176,9,S50_1392,Trucks and Buses,115,1006793,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Tony,23,100,3114.89,Shipped
2022-11-06,2022-11-10,10176,4,S50_1514,Trains,58,1006793,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Tony,38,64.44,2448.72,Shipped
2022-11-06,2022-11-10,10175,11,S700_2824,Classic Cars,101,1006772,"Stylish Desk Decors, Co.",London,UK,EMEA,Brown,Daniel,42,85.98,3611.16,Shipped
2022-11-07,2022-11-11,10177,9,S18_3140,Vintage Cars,136,1006799,CAF Imports,Madrid,Spain,EMEA,Fernandez,Dean,23,100,3675.63,Shipped
2022-11-07,2022-11-11,10177,11,S18_3259,Trains,100,1006799,CAF Imports,Madrid,Spain,EMEA,Fernandez,Dean,29,100,3070.52,Shipped
2022-11-07,2022-11-11,10177,8,S18_4522,Vintage Cars,87,1006799,CAF Imports,Madrid,Spain,EMEA,Fernandez,Dean,35,74.6,2611,Shipped
2022-11-07,2022-11-11,10177,7,S24_2011,Ships,122,1006799,CAF Imports,Madrid,Spain,EMEA,Fernandez,Dean,50,100,6083,Shipped
2022-11-07,2022-11-11,10177,2,S24_3151,Vintage Cars,88,1006799,CAF Imports,Madrid,Spain,EMEA,Fernandez,Dean,45,72.58,3266.1,Shipped
2022-11-07,2022-11-11,10177,3,S700_1138,Ships,66,1006799,CAF Imports,Madrid,Spain,EMEA,Fernandez,Dean,24,76,1824,Shipped
2022-11-07,2022-11-11,10177,10,S700_1938,Ships,86,1006799,CAF Imports,Madrid,Spain,EMEA,Fernandez,Dean,31,88.34,2738.54,Shipped
2022-11-07,2022-11-11,10177,1,S700_2610,Ships,72,1006799,CAF Imports,Madrid,Spain,EMEA,Fernandez,Dean,32,76.62,2451.84,Shipped
2022-11-07,2022-11-11,10177,4,S700_3505,Ships,100,1006799,CAF Imports,Madrid,Spain,EMEA,Fernandez,Dean,44,92.16,4055.04,Shipped
2022-11-07,2022-11-11,10177,5,S700_3962,Ships,99,1006799,CAF Imports,Madrid,Spain,EMEA,Fernandez,Dean,24,100,2526.48,Shipped
2022-11-07,2022-11-11,10177,6,S72_3212,Ships,54,1006799,CAF Imports,Madrid,Spain,EMEA,Fernandez,Dean,40,50.23,2009.2,Shipped
2022-11-08,2022-11-12,10178,12,S10_4757,Classic Cars,136,1006774,Alpha Cognac,Toulouse,France,EMEA,Roulet,Daniel,24,100,3492.48,Shipped
2022-11-08,2022-11-12,10178,4,S18_1662,Planes,157,1006774,Alpha Cognac,Toulouse,France,EMEA,Roulet,Daniel,42,100,6490.68,Shipped
2022-11-08,2022-11-12,10178,10,S18_3029,Ships,86,1006774,Alpha Cognac,Toulouse,France,EMEA,Roulet,Daniel,41,81.72,3350.52,Shipped
2022-11-08,2022-11-12,10178,9,S18_3856,Vintage Cars,105,1006774,Alpha Cognac,Toulouse,France,EMEA,Roulet,Daniel,48,100,5386.56,Shipped
2022-11-08,2022-11-12,10178,5,S24_2841,Planes,68,1006774,Alpha Cognac,Toulouse,France,EMEA,Roulet,Daniel,34,80.84,2748.56,Shipped
2022-11-08,2022-11-12,10178,6,S24_3420,Vintage Cars,65,1006774,Alpha Cognac,Toulouse,France,EMEA,Roulet,Daniel,27,73.64,1988.28,Shipped
2022-11-08,2022-11-12,10178,11,S24_3816,Vintage Cars,83,1006774,Alpha Cognac,Toulouse,France,EMEA,Roulet,Daniel,21,72.12,1514.52,Shipped
2022-11-08,2022-11-12,10178,3,S24_3949,Planes,68,1006774,Alpha Cognac,Toulouse,France,EMEA,Roulet,Daniel,30,72.33,2169.9,Shipped
2022-11-08,2022-11-12,10178,8,S700_2047,Ships,90,1006774,Alpha Cognac,Toulouse,France,EMEA,Roulet,Daniel,34,96.86,3293.24,Shipped
2022-11-08,2022-11-12,10178,1,S700_2466,Planes,99,1006774,Alpha Cognac,Toulouse,France,EMEA,Roulet,Daniel,22,87.75,1930.5,Shipped
2022-11-08,2022-11-12,10178,2,S700_4002,Planes,74,1006774,Alpha Cognac,Toulouse,France,EMEA,Roulet,Daniel,45,76.25,3431.25,Shipped
2022-11-08,2022-11-12,10178,7,S72_1253,Planes,49,1006774,Alpha Cognac,Toulouse,France,EMEA,Roulet,Daniel,45,51.15,2301.75,Shipped
2022-11-09,2022-11-13,10326,6,S18_3259,Trains,100,1006747,"Volvo Model Replicas, Co",Lule,Sweden,EMEA,Berglund,Michael,32,100,3807.68,Shipped
2022-11-09,2022-11-13,10326,5,S18_4522,Vintage Cars,87,1006747,"Volvo Model Replicas, Co",Lule,Sweden,EMEA,Berglund,Michael,50,86.01,4300.5,Shipped
2022-11-09,2022-11-13,10326,4,S24_2011,Ships,122,1006747,"Volvo Model Replicas, Co",Lule,Sweden,EMEA,Berglund,Michael,41,100,4333.29,Shipped
2022-11-09,2022-11-13,10326,3,S24_3151,Vintage Cars,88,1006747,"Volvo Model Replicas, Co",Lule,Sweden,EMEA,Berglund,Michael,41,85.85,3519.85,Shipped
